"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2020-12-12,,42,32,0.76,,
2020-12-13,,37,27,0.00,,
2020-12-14,,33,24,0.00,,
2020-12-15,,34,22,0.00,,
2020-12-16,,34,29,0.00,,
2020-12-17,,35,29,0.00,,
2020-12-18,,37,24,0.00,,
2020-12-19,,45,35,0.00,,
2020-12-20,,42,32,0.00,,
2020-12-21,,47,33,0.00,,
2020-12-22,,42,31,0.00,,
2020-12-23,,58,27,0.09,,
2020-12-24,,27,10,0.00,,
2020-12-25,,22,9,0.00,,
2020-12-26,,35,19,0.00,,
2020-12-27,,47,25,0.00,,
2020-12-28,,34,22,0.00,,
2020-12-29,,33,18,0.23,,
2020-12-30,,36,26,0.21,,
2020-12-31,,30,23,0.00,,
2021-01-01,,35,24,0.24,,
2021-01-02,,36,30,0.00,,
2021-01-03,,34,27,0.05,,
2021-01-04,,31,25,0.00,,
2021-01-05,,37,29,0.00,,
2021-01-06,,40,29,0.00,,
2021-01-07,,39,35,0.00,,
2021-01-08,,36,31,0.00,,
2021-01-09,,39,26,0.00,,
2021-01-10,,31,25,0.00,,
2021-01-11,,30,22,0.00,,
2021-01-12,,39,26,0.00,,
2021-01-13,,42,31,0.00,,
2021-01-14,,41,33,0.13,,
2021-01-15,,38,28,0.00,,
2021-01-16,,37,28,0.05,,
2021-01-17,,34,28,0.02,,
2021-01-18,,30,24,0.00,,
2021-01-19,,33,20,0.01,,
2021-01-20,,35,14,0.00,,
2021-01-21,,42,31,0.00,,
2021-01-22,,31,13,0.00,,
2021-01-23,,31,11,0.00,,
2021-01-24,,35,27,0.00,,
2021-01-25,,34,30,0.05,,
2021-01-26,,33,26,0.08,,
2021-01-27,,28,15,0.00,,
2021-01-28,,26,11,0.00,,
2021-01-29,,32,19,0.00,,3.9
2021-01-30,,34,29,0.09,,3.1
2021-01-31,,34,29,0.10,,11.8
2021-02-01,,34,23,0.00,,13.0
2021-02-02,,33,21,0.00,,11.8
2021-02-03,,36,17,0.00,,11.0
2021-02-04,,39,19,0.23,,9.8
2021-02-05,,19,9,0.00,,9.8
2021-02-06,,14,4,0.00,,9.8
2021-02-07,,6,-6,0.00,,9.8
2021-02-08,,15,2,0.04,,9.8
2021-02-09,,19,3,0.00,,13.0
2021-02-10,,17,7,0.00,,11.0
2021-02-11,,24,5,0.00,,11.0
2021-02-12,,21,9,0.00,,11.0
2021-02-13,,14,0,,,11.0
2021-02-14,,6,-3,0.00,,11.8
2021-02-15,,18,1,,,13.0
2021-02-16,,22,8,,,24.0
2021-02-17,,24,6,0.00,,22.0
2021-02-18,,26,15,0.00,,20.1
2021-02-19,,21,7,0.00,,18.9
2021-02-20,,29,4,0.00,,18.1
2021-02-21,,38,19,0.20,,16.9
2021-02-22,,40,26,0.00,,16.1
2021-02-23,,46,36,0.00,,13.0
2021-02-24,,45,32,0.00,,7.9
2021-02-25,,40,24,0.00,,3.9
2021-02-26,,42,24,0.03,,3.9
2021-02-27,,50,34,0.00,,3.1
2021-02-28,,49,34,0.06,,1.2
2021-03-01,,35,24,0.00,,
2021-03-02,,44,22,0.00,,
2021-03-03,,60,35,0.00,,
2021-03-04,,39,30,0.00,,
2021-03-05,,50,25,0.00,,
2021-03-06,,48,27,0.00,,
2021-03-07,,52,25,0.00,,
2021-03-08,,65,42,0.00,,
2021-03-09,,69,43,0.00,,
2021-03-10,,69,55,0.00,,
2021-03-11,,64,43,0.02,,
2021-03-12,,55,36,0.00,,
2021-03-13,,60,33,0.00,,
2021-03-14,,47,38,0.00,,
2021-03-15,,40,30,0.06,,
2021-03-16,,38,33,0.00,,1.2
2021-03-17,,41,33,0.43,,
2021-03-18,,43,37,0.13,,
2021-03-19,,46,33,0.00,,
2021-03-20,,58,32,0.00,,
2021-03-21,,66,39,0.00,,
2021-03-22,,68,47,0.00,,
2021-03-23,,66,52,0.13,,
2021-03-24,,60,48,0.00,,
2021-03-25,,50,38,0.11,,
2021-03-26,,42,36,0.03,,
2021-03-27,,66,37,0.00,,
2021-03-28,,52,34,0.00,,
2021-03-29,,62,32,0.00,,
2021-03-30,,69,45,0.00,,
2021-03-31,,45,34,0.00,,
2021-04-01,,39,26,0.00,,
2021-04-02,,51,26,0.00,,
2021-04-03,,71,40,0.00,,
2021-04-04,,76,44,0.00,,
2021-04-05,,78,59,0.00,,
2021-04-06,,82,58,0.00,,
2021-04-07,,82,61,0.00,,
2021-04-08,,69,50,0.32,,
2021-04-09,,63,50,0.01,,
2021-04-10,,56,47,0.20,,
2021-04-11,,56,45,0.01,,
2021-04-12,,64,48,0.01,,
2021-04-13,,55,43,0.00,,
2021-04-14,,52,36,0.00,,
2021-04-15,,56,39,0.00,,
2021-04-16,,52,40,0.00,,
2021-04-17,,57,37,0.00,,
2021-04-18,,64,39,0.00,,
2021-04-19,,54,41,0.09,,
2021-04-20,,42,33,0.03,,
2021-04-21,,51,34,0.00,,
2021-04-22,,60,31,0.00,,
2021-04-23,,63,44,0.00,,
2021-04-24,,62,46,0.02,,
2021-04-25,,48,40,0.00,,
2021-04-26,,79,40,0.00,,
2021-04-27,,87,58,0.00,,
2021-04-28,,58,45,0.67,,
2021-04-29,,64,47,0.04,,
2021-04-30,,56,43,0.00,,
2021-05-01,,83,43,0.00,,
2021-05-02,,84,62,0.02,,
2021-05-03,,71,56,0.13,,
2021-05-04,,58,47,0.03,,
2021-05-05,,59,42,0.00,,
2021-05-06,,56,44,0.07,,
2021-05-07,,60,42,0.00,,
2021-05-08,,52,37,0.38,,
2021-05-09,,56,40,0.63,,
2021-05-10,,51,39,0.00,,
2021-05-11,,53,37,0.00,,
2021-05-12,,60,38,0.00,,
2021-05-13,,70,41,0.00,,
2021-05-14,,71,47,0.00,,
2021-05-15,,61,54,0.13,,
2021-05-16,,72,54,0.00,,
2021-05-17,,70,57,0.00,,
2021-05-18,,75,59,0.06,,
2021-05-19,,74,64,0.08,,
2021-05-20,,85,66,0.00,,
2021-05-21,,86,67,0.00,,
2021-05-22,,87,66,0.00,,
2021-05-23,,82,59,0.01,,
2021-05-24,,90,58,0.00,,
2021-05-25,,87,73,0.00,,
2021-05-26,,82,59,0.39,,
2021-05-27,,63,51,0.04,,
2021-05-28,,51,45,0.87,,
2021-05-29,,61,46,0.00,,
2021-05-30,,69,41,0.00,,
2021-05-31,,71,55,0.00,,
2021-06-01,,76,51,0.00,,
2021-06-02,,78,56,0.00,,
2021-06-03,,87,56,0.00,,
2021-06-04,,91,70,0.00,,
2021-06-05,,92,69,0.00,,
2021-06-06,,88,71,0.00,,
2021-06-07,,79,73,0.01,,
2021-06-08,,90,71,0.02,,
2021-06-09,,87,72,0.00,,
2021-06-10,,89,69,0.00,,
2021-06-11,,91,71,0.00,,
2021-06-12,,92,70,0.80,,
2021-06-13,,85,70,0.00,,
2021-06-14,,82,67,0.00,,
2021-06-15,,79,62,0.00,,
2021-06-16,,78,61,0.00,,
2021-06-17,,89,58,0.00,,
2021-06-18,,91,68,0.23,,
2021-06-19,,91,68,0.00,,
2021-06-20,,84,67,0.92,,
2021-06-21,,75,59,0.00,,
2021-06-22,,75,55,0.00,,
2021-06-23,,80,65,0.01,,
2021-06-24,,76,69,0.10,,
2021-06-25,,77,70,1.17,,
2021-06-26,,82,71,1.37,,
2021-06-27,,84,68,0.00,,
2021-06-28,,85,66,0.74,,
2021-06-29,,87,72,0.59,,
2021-06-30,,82,71,0.27,,
2021-07-01,,78,62,0.14,,
2021-07-02,,74,61,0.00,,
2021-07-03,,86,58,0.00,,
2021-07-04,,90,69,0.00,,
2021-07-05,,91,73,0.00,,
2021-07-06,,92,77,0.00,,
2021-07-07,,91,69,0.00,,
2021-07-08,,69,61,0.00,,
2021-07-09,,76,58,0.00,,
2021-07-10,,76,65,0.11,,
2021-07-11,,70,67,0.13,,
2021-07-12,,75,67,0.39,,
2021-07-13,,81,70,0.03,,
2021-07-14,,85,70,0.00,,
2021-07-15,,81,68,0.08,,
2021-07-16,,75,67,0.01,,
2021-07-17,,79,69,0.00,,
2021-07-18,,83,68,0.00,,
2021-07-19,,84,67,0.00,,
2021-07-20,,89,67,0.00,,
2021-07-21,,76,67,0.00,,
2021-07-22,,86,66,0.00,,
2021-07-23,,91,74,0.00,,
2021-07-24,,93,75,1.08,,
2021-07-25,,91,73,0.00,,
2021-07-26,,93,69,0.00,,
2021-07-27,,88,72,0.00,,
2021-07-28,,90,74,0.04,,
2021-07-29,,89,72,0.10,,
2021-07-30,,76,67,0.00,,
2021-07-31,,81,63,0.00,,
2021-08-01,,77,64,0.00,,
2021-08-02,,77,62,0.00,,
2021-08-03,,82,63,0.00,,
2021-08-04,,84,64,0.00,,
2021-08-05,,86,66,0.00,,
2021-08-06,,84,67,0.25,,
2021-08-07,,89,68,0.00,,
2021-08-08,,92,72,0.04,,
2021-08-09,,82,72,0.15,,
2021-08-10,,94,71,1.08,,
2021-08-11,,88,73,0.13,,
2021-08-12,,85,73,0.01,,
2021-08-13,,82,70,0.00,,
2021-08-14,,80,66,0.00,,
2021-08-15,,81,61,0.00,,
2021-08-16,,80,65,0.00,,
2021-08-17,,83,68,0.00,,
2021-08-18,,86,74,0.00,,
2021-08-19,,87,74,0.01,,
2021-08-20,,90,72,0.00,,
2021-08-21,,89,75,0.07,,
2021-08-22,,84,72,0.00,,
2021-08-23,,88,68,0.00,,
2021-08-24,,96,73,0.44,,
2021-08-25,,94,72,0.31,,
2021-08-26,,90,71,0.00,,
2021-08-27,,92,73,0.00,,
2021-08-28,,93,76,0.00,,
2021-08-29,,91,75,0.10,,
2021-08-30,,85,69,0.00,,
2021-08-31,,82,68,0.00,,
2021-09-01,,78,66,0.00,,
2021-09-02,,79,63,0.00,,
2021-09-03,,76,65,0.00,,
2021-09-04,,75,64,0.04,,
2021-09-05,,84,60,0.00,,
2021-09-06,,82,62,0.00,,
2021-09-07,,90,65,0.04,,
2021-09-08,,82,58,0.00,,
2021-09-09,,76,57,0.00,,
2021-09-10,,81,60,0.00,,
2021-09-11,,88,66,0.00,,
2021-09-12,,90,71,0.00,,
2021-09-13,,90,71,0.00,,
2021-09-14,,88,67,0.00,,
2021-09-15,,79,61,0.00,,
2021-09-16,,83,59,0.00,,
2021-09-17,,89,65,0.17,,
2021-09-18,,79,69,0.00,,
2021-09-19,,90,67,0.00,,
2021-09-20,,84,71,0.00,,
2021-09-21,,76,61,0.28,,
2021-09-22,,63,56,0.23,,
2021-09-23,,69,53,0.00,,
2021-09-24,,80,52,0.14,,
2021-09-25,,71,50,0.01,,
2021-09-26,,84,56,0.00,,
2021-09-27,,88,65,0.00,,
2021-09-28,,73,63,0.00,,
2021-09-29,,81,60,0.00,,
2021-09-30,,81,60,0.00,,
2021-10-01,,86,62,0.00,,
2021-10-02,,82,69,0.04,,
2021-10-03,,79,67,0.01,,
2021-10-04,,73,65,0.00,,
2021-10-05,,69,66,0.00,,
2021-10-06,,69,65,0.00,,
2021-10-07,,75,67,0.44,,
2021-10-08,,76,63,0.03,,
2021-10-09,,82,64,0.02,,
2021-10-10,,84,72,0.00,,
2021-10-11,,80,63,1.72,,
2021-10-12,,66,56,0.02,,
2021-10-13,,74,53,0.38,,
2021-10-14,,71,60,0.08,,
2021-10-15,,64,52,0.01,,
2021-10-16,,60,44,0.00,,
2021-10-17,,67,42,0.00,,
2021-10-18,,72,45,0.00,,
2021-10-19,,73,52,0.00,,
2021-10-20,,73,53,0.00,,
2021-10-21,,66,47,0.00,,
2021-10-22,,56,45,0.00,,
2021-10-23,,56,40,0.00,,
2021-10-24,,52,41,2.25,,
2021-10-25,,54,49,0.71,,
2021-10-26,,56,41,0.00,,
2021-10-27,,57,39,0.00,,
2021-10-28,,56,48,0.28,,
2021-10-29,,56,53,0.69,,
2021-10-30,,58,45,0.03,,
2021-10-31,,54,38,0.00,,
2021-11-01,,49,34,0.00,,
2021-11-02,,48,32,0.00,,
2021-11-03,,46,30,0.00,,
2021-11-04,,48,30,0.00,,
2021-11-05,,52,34,0.00,,
2021-11-06,,60,35,0.00,,
2021-11-07,,66,41,0.00,,
2021-11-08,,66,48,0.00,,
2021-11-09,,57,43,0.00,,
2021-11-10,,58,40,0.00,,
2021-11-11,,58,38,0.49,,
2021-11-12,,43,34,0.05,,
2021-11-13,,41,34,0.00,,
2021-11-14,,38,34,0.02,,
2021-11-15,,36,30,0.00,,
2021-11-16,,57,32,0.00,,
2021-11-17,,62,41,0.17,,
2021-11-18,,41,33,0.00,,
2021-11-19,,40,26,0.00,,
2021-11-20,,50,36,0.00,,
2021-11-21,,55,30,0.01,,
2021-11-22,,37,24,0.00,,
2021-11-23,,43,25,0.00,,
2021-11-24,,53,37,0.08,,
2021-11-25,,49,24,0.01,,
2021-11-26,,31,19,0.00,,
2021-11-27,,41,30,0.00,,
2021-11-28,,41,26,0.00,,
2021-11-29,,41,26,0.00,,
2021-11-30,,53,33,0.00,,
2021-12-01,,48,35,0.00,,
2021-12-02,,59,44,0.00,,
2021-12-03,,51,39,0.00,,
2021-12-04,,46,31,0.00,,
2021-12-05,,43,35,0.17,,
2021-12-06,,38,15,0.00,,
2021-12-07,,25,13,0.00,,
2021-12-08,,36,24,0.00,,
2021-12-09,,47,28,0.00,,
2021-12-10,,61,33,0.80,,
2021-12-11,,59,30,0.00,,
2021-12-12,,50,30,0.00,,
2021-12-13,,50,36,0.00,,
2021-12-14,,55,33,0.12,,
2021-12-15,,66,52,0.00,,
2021-12-16,,67,35,0.01,,
2021-12-17,,42,28,0.00,,
2021-12-18,,42,33,0.05,,
2021-12-19,,40,32,0.00,,
2021-12-20,,45,31,0.00,,
2021-12-21,,44,27,0.00,,
2021-12-22,,32,20,0.00,,
2021-12-23,,47,28,0.00,,
2021-12-24,,58,37,0.00,,
2021-12-25,,59,35,0.05,,
2021-12-26,,44,30,0.11,,
2021-12-27,,48,34,0.37,,
2021-12-28,,39,33,0.27,,
2021-12-29,,39,32,0.01,,
2021-12-30,,39,33,0.00,,
2021-12-31,,46,34,0.00,,
2022-01-01,,41,31,0.04,,0.0
2022-01-02,,32,16,0.01,,3.1
2022-01-03,,24,10,0.00,,2.0
2022-01-04,,36,24,0.00,,2.0
2022-01-05,,35,13,0.00,,2.0
2022-01-06,,16,6,0.00,,2.0
2022-01-07,,15,1,0.00,,2.0
2022-01-08,,36,15,0.02,,2.0
2022-01-09,,37,12,0.00,,1.2
2022-01-10,,20,8,0.00,,1.2
2022-01-11,,38,6,0.00,,1.2
2022-01-12,,42,30,0.00,,1.2
2022-01-13,,41,29,0.00,,0.0
2022-01-14,,38,28,0.00,,0.0
2022-01-15,,28,21,0.00,,1.2
2022-01-16,,30,14,0.00,,1.2
2022-01-17,,30,25,0.00,,0.0
2022-01-18,,45,22,0.00,,0.0
2022-01-19,,43,13,0.00,,0.0
2022-01-20,,22,9,0.00,,0.0
2022-01-21,,27,10,0.00,,0.0
2022-01-22,,36,20,0.00,,0.0
2022-01-23,,25,10,0.16,,3.1
2022-01-24,,29,13,0.07,,3.1
2022-01-25,,15,2,0.00,,3.9
2022-01-26,,15,-5,0.00,,3.9
2022-01-27,,33,14,0.00,,3.1
2022-01-28,,29,12,0.06,,7.9
2022-01-29,,23,9,0.00,,7.1
2022-01-30,,33,14,0.00,,5.1
2022-01-31,,35,28,0.00,,5.1
2022-02-01,,49,33,0.11,,3.9
2022-02-02,,33,19,0.13,,3.9
2022-02-03,,27,19,0.00,,7.9
2022-02-04,,26,12,0.00,,7.1
2022-02-05,,19,6,0.00,,5.9
2022-02-06,,33,18,0.00,,5.9
2022-02-07,,32,18,0.00,,5.1
2022-02-08,,41,18,0.00,,5.1
2022-02-09,,42,34,0.00,,3.9
2022-02-10,,36,28,0.00,,2.0
2022-02-11,,45,30,0.14,,2.0
2022-02-12,,31,15,0.00,,0.0
2022-02-13,,21,14,0.00,,0.0
2022-02-14,,27,15,0.00,,0.0
2022-02-15,,46,23,0.00,,0.0
2022-02-16,,54,43,1.10,,0.0
2022-02-17,,43,17,0.18,,0.0
2022-02-18,,32,8,0.00,,3.1
2022-02-19,,29,11,0.00,,1.2
2022-02-20,,49,18,0.00,,1.2
2022-02-21,,54,33,0.00,,0.0
2022-02-22,,54,25,1.05,,0.0
2022-02-23,,26,18,0.00,,0.0
2022-02-24,,29,24,0.02,,0.0
2022-02-25,,31,20,0.04,,3.1
2022-02-26,,33,15,0.00,,1.2
2022-02-27,,46,29,0.00,,1.2
2022-02-28,,55,29,0.00,,0.0
2022-03-01,,52,36,0.00,,0.0
2022-03-02,,60,34,0.00,,0.0
2022-03-03,,38,30,0.00,,0.0
2022-03-04,,43,30,0.00,,0.0
2022-03-05,,71,42,0.19,,0.0
2022-03-06,,61,37,0.09,,0.0
2022-03-07,,38,32,0.25,,1.2
2022-03-08,,42,28,0.00,,
2022-03-09,,44,30,0.00,,
2022-03-10,,33,26,0.01,,
2022-03-11,,33,18,0.00,,1.2
2022-03-12,,24,13,0.00,,
2022-03-13,,53,22,0.00,,
2022-03-14,,65,40,0.00,,
2022-03-15,,55,35,0.00,,
2022-03-16,,72,38,0.00,,
2022-03-17,,74,49,0.00,,
2022-03-18,,50,42,0.59,,
2022-03-19,,44,39,0.16,,
2022-03-20,,65,34,0.00,,
2022-03-21,,77,44,0.00,,
2022-03-22,,62,50,0.13,,
2022-03-23,,60,46,0.53,,
2022-03-24,,46,41,0.10,,
2022-03-25,,50,36,0.02,,
2022-03-26,,36,29,0.00,,
2022-03-27,,38,25,0.00,,
2022-03-28,,35,25,0.00,,
2022-03-29,,45,31,0.00,,
2022-03-30,,64,46,1.32,,
2022-03-31,,50,34,0.34,,
2022-04-01,,47,33,0.00,,
2022-04-02,,45,35,0.22,,
2022-04-03,,49,33,0.13,,
2022-04-04,,55,43,0.05,,
2022-04-05,,55,39,0.03,,
2022-04-06,,59,45,0.51,,
2022-04-07,,46,41,0.04,,
2022-04-08,,43,34,0.18,,
2022-04-09,,50,34,0.00,,
2022-04-10,,64,36,0.00,,
2022-04-11,,63,48,0.00,,
2022-04-12,,72,43,0.00,,
2022-04-13,,72,42,0.72,,
2022-04-14,,55,37,0.00,,
2022-04-15,,56,42,0.04,,
2022-04-16,,51,35,0.00,,
2022-04-17,,43,34,0.00,,
2022-04-18,,42,35,0.12,,
2022-04-19,,51,38,0.00,,
2022-04-20,,56,43,0.20,,
2022-04-21,,71,51,0.05,,
2022-04-22,,61,50,0.57,,
2022-04-23,,86,57,0.00,,
2022-04-24,,75,58,0.10,,
2022-04-25,,58,42,0.00,,
2022-04-26,,54,39,0.00,,
2022-04-27,,44,36,0.00,,
2022-04-28,,52,40,0.01,,0.0
2022-04-29,,70,51,0.02,,
2022-04-30,,73,52,0.60,,0.0
2022-05-01,,59,51,0.00,,
2022-05-02,,56,47,0.00,,
2022-05-03,,52,45,1.12,,
2022-05-04,,57,42,0.00,,
2022-05-05,,54,45,0.25,,
2022-05-06,,54,50,0.29,,
2022-05-07,,65,48,0.00,,
2022-05-08,,69,46,0.00,,
2022-05-09,,85,57,0.00,,
2022-05-10,,92,70,0.00,,
2022-05-11,,91,77,0.00,,
2022-05-12,,95,76,0.00,,
2022-05-13,,93,71,0.00,,
2022-05-14,,85,68,0.00,,
2022-05-15,,79,59,0.03,,
2022-05-16,,80,56,0.00,,
2022-05-17,,67,54,0.00,,
2022-05-18,,64,55,0.35,,
2022-05-19,,88,56,0.00,,
2022-05-20,,89,62,0.49,,
2022-05-21,,64,57,0.28,,
2022-05-22,,65,53,0.00,,
2022-05-23,,63,48,0.00,,
2022-05-24,,68,52,0.00,,
2022-05-25,,83,58,0.19,,
2022-05-26,,79,65,0.44,,
2022-05-27,,65,52,0.11,,
2022-05-28,,76,51,0.00,,
2022-05-29,,87,65,0.00,,
2022-05-30,,92,73,0.00,,
2022-05-31,,90,75,0.00,,
2022-06-01,,79,61,0.18,,
2022-06-02,,79,60,0.02,,
2022-06-03,,83,62,0.00,,
2022-06-04,,72,59,0.00,,
2022-06-05,,81,63,0.00,,
2022-06-06,,76,60,0.45,,
2022-06-07,,71,57,0.00,,
2022-06-08,,72,58,0.40,,
2022-06-09,,80,53,0.00,,
2022-06-10,,82,59,0.06,,
2022-06-11,,76,60,0.00,,
2022-06-12,,74,60,0.01,,
2022-06-13,,93,62,0.04,,
2022-06-14,,100,75,0.00,,
2022-06-15,,100,83,0.00,,
2022-06-16,,97,75,0.06,,
2022-06-17,,88,69,0.00,,
2022-06-18,,76,59,0.00,,
2022-06-19,,88,57,0.00,,
2022-06-20,,97,67,0.00,,
2022-06-21,,101,73,0.00,,
2022-06-22,,92,74,0.00,,
2022-06-23,,85,72,0.00,,
2022-06-24,,93,67,0.00,,
2022-06-25,,81,68,0.34,,
2022-06-26,,83,68,0.00,,
2022-06-27,,81,63,0.00,,
2022-06-28,,88,62,0.00,,
2022-06-29,,89,70,0.02,,
2022-06-30,,94,74,0.00,,
2022-07-01,,85,69,0.00,,
2022-07-02,,86,65,0.00,,
2022-07-03,,88,69,0.00,,
2022-07-04,,90,72,0.39,,
2022-07-05,,95,70,1.12,,
2022-07-06,,82,72,0.26,,
2022-07-07,,86,72,0.00,,
2022-07-08,,81,72,0.00,,
2022-07-09,,79,69,0.00,,
2022-07-10,,88,62,0.00,,
2022-07-11,,87,72,0.00,,
2022-07-12,,88,71,0.00,,
2022-07-13,,85,70,0.00,,
2022-07-14,,82,64,0.00,,
2022-07-15,,76,69,0.70,,
2022-07-16,,78,71,0.00,,
2022-07-17,,77,71,1.99,,
2022-07-18,,91,71,0.00,,
2022-07-19,,91,73,0.00,,
2022-07-20,,89,78,0.00,,
2022-07-21,,94,72,0.00,,
2022-07-22,,92,71,0.00,,
2022-07-23,,88,71,1.14,,
2022-07-24,,88,74,0.36,,
2022-07-25,,79,69,0.00,,
2022-07-26,,83,68,0.00,,
2022-07-27,,87,71,0.56,,
2022-07-28,,83,70,0.00,,
2022-07-29,,83,64,0.00,,
2022-07-30,,85,66,0.00,,
2022-07-31,,86,68,0.00,,
2022-08-01,,89,75,0.00,,
2022-08-02,,91,71,0.00,,
2022-08-03,,95,76,0.11,,
2022-08-04,,85,75,0.00,,
2022-08-05,,88,73,0.00,,
2022-08-06,,95,77,0.00,,
2022-08-07,,84,78,0.07,,
2022-08-08,,84,69,0.11,,
2022-08-09,,78,65,0.00,,
2022-08-10,,87,62,0.00,,
2022-08-11,,80,68,0.00,,
2022-08-12,,81,63,0.00,,
2022-08-13,,80,69,0.00,,
2022-08-14,,80,71,0.00,,
2022-08-15,,81,69,0.00,,
2022-08-16,,84,67,0.00,,
2022-08-17,,84,65,0.00,,
2022-08-18,,86,63,0.00,,
2022-08-19,,88,69,0.00,,
2022-08-20,,79,68,0.56,,
2022-08-21,,81,68,0.28,,
2022-08-22,,84,65,0.00,,
2022-08-23,,86,65,0.00,,
2022-08-24,,87,67,0.00,,
2022-08-25,,83,68,0.21,,
2022-08-26,,80,67,0.00,,
2022-08-27,,84,62,0.00,,
2022-08-28,,92,72,0.00,,
2022-08-29,,87,72,0.48,,
2022-08-30,,82,67,0.00,,
2022-08-31,,87,64,0.00,,
2022-09-01,,90,69,0.00,,
2022-09-02,,88,71,0.00,,
2022-09-03,,91,71,0.00,,
2022-09-04,,75,70,0.16,,
2022-09-05,,73,69,0.01,,
2022-09-06,,81,70,0.00,,
2022-09-07,,83,68,0.00,,
2022-09-08,,86,63,0.00,,
2022-09-09,,87,65,0.00,,
2022-09-10,,87,66,0.00,,
2022-09-11,,74,61,1.40,,
2022-09-12,,68,56,0.04,,
2022-09-13,,80,62,0.00,,
2022-09-14,,81,59,0.00,,
2022-09-15,,84,63,0.00,,
2022-09-16,,85,66,0.00,,
2022-09-17,,88,71,0.00,,
2022-09-18,,87,72,0.08,,
2022-09-19,,79,67,0.00,,
2022-09-20,,94,66,0.25,,
2022-09-21,,89,64,0.00,,
2022-09-22,,67,56,0.00,,
2022-09-23,,65,52,0.00,,
2022-09-24,,75,55,0.04,,
2022-09-25,,69,58,0.08,,
2022-09-26,,65,53,0.00,,
2022-09-27,,63,48,0.00,,
2022-09-28,,63,49,0.00,,
2022-09-29,,64,46,0.00,,
2022-09-30,,67,49,0.00,,
2022-10-01,,70,52,0.00,,
2022-10-02,,69,58,0.00,,
2022-10-03,,69,50,0.00,,
2022-10-04,,76,47,0.00,,
2022-10-05,,78,51,0.00,,
2022-10-06,,77,54,0.10,,
2022-10-07,,58,42,0.00,,
2022-10-08,,60,38,0.00,,
2022-10-09,,71,46,0.00,,
2022-10-10,,76,50,0.00,,
2022-10-11,,71,54,0.52,,
2022-10-12,,65,51,0.43,,
2022-10-13,,59,41,0.00,,
2022-10-14,,63,40,0.09,,
2022-10-15,,55,37,0.00,,
2022-10-16,,57,42,0.00,,
2022-10-17,,45,39,0.00,,
2022-10-18,,50,37,0.00,,
2022-10-19,,50,35,0.00,,
2022-10-20,,63,34,0.00,,
2022-10-21,,78,45,0.00,,
2022-10-22,,82,58,0.00,,
2022-10-23,,81,64,0.00,,
2022-10-24,,79,64,0.02,,
2022-10-25,,71,49,0.87,,
2022-10-26,,57,43,0.03,,
2022-10-27,,54,41,0.00,,
2022-10-28,,61,46,0.00,,
2022-10-29,,67,43,0.00,,
2022-10-30,,67,49,0.05,,
2022-10-31,,61,52,0.01,,
2022-11-01,,70,46,0.00,,0.0
2022-11-02,,74,49,0.00,,0.0
2022-11-03,,75,55,0.00,,0.0
2022-11-04,,76,62,0.17,,0.0
2022-11-05,,71,47,0.32,,0.0
2022-11-06,,64,47,0.00,,0.0
2022-11-07,,58,42,0.00,,0.0
2022-11-08,,54,44,0.00,,0.0
2022-11-09,,70,48,0.00,,0.0
2022-11-10,,76,59,0.00,,0.0
2022-11-11,,60,33,0.00,,0.0
2022-11-12,,37,33,0.00,,0.0
2022-11-13,,36,30,0.00,,0.0
2022-11-14,,41,28,0.00,,0.0
2022-11-15,,37,32,0.08,,0.0
2022-11-16,,35,31,0.02,,0.0
2022-11-17,,34,29,0.00,,0.0
2022-11-18,,30,21,0.02,,1.2
2022-11-19,,27,16,0.00,,0.0
2022-11-20,,33,13,0.00,,0.0
2022-11-21,,47,29,0.00,,0.0
2022-11-22,,52,28,0.00,,0.0
2022-11-23,,59,33,0.00,,0.0
2022-11-24,,53,38,0.00,,0.0
2022-11-25,,52,33,0.00,,0.0
2022-11-26,,56,33,0.00,,0.0
2022-11-27,,46,35,0.16,,0.0
2022-11-28,,46,31,0.00,,0.0
2022-11-29,,59,35,0.22,,0.0
2022-11-30,,35,20,0.00,,0.0
2022-12-01,,37,18,0.00,,0.0
2022-12-02,,52,36,0.00,,0.0
2022-12-03,,52,21,0.00,,0.0
2022-12-04,,40,18,0.00,,0.0
2022-12-05,,44,28,0.00,,0.0
2022-12-06,,44,36,0.00,,0.0
2022-12-07,,43,38,0.00,,0.0
2022-12-08,,42,35,0.00,,0.0
2022-12-09,,38,35,0.41,,0.0
2022-12-10,,39,37,0.00,,0.0
2022-12-11,,40,37,0.00,,0.0
2022-12-12,,42,37,0.00,,0.0
2022-12-13,,38,34,0.02,,0.0
2022-12-14,,44,37,1.04,,0.0
2022-12-15,,38,31,0.14,,0.0
2022-12-16,,31,26,0.01,,0.0
2022-12-17,,26,20,0.00,,0.0
2022-12-18,,21,14,0.00,,0.0
2022-12-19,,26,10,0.00,,0.0
2022-12-20,,33,22,0.00,,0.0
2022-12-21,,32,17,0.00,,0.0
2022-12-22,,34,-6,0.05,,0.0
2022-12-23,,-1,-9,0.00,,1.2
2022-12-24,,13,-1,0.00,,1.2
2022-12-25,,14,2,0.00,,1.2
2022-12-26,,22,12,0.00,,1.2
